test_page,papers_page,trust_min,quiz_papers_n,n_papers,price_row,judgment_min,fp_cost,fn_cost,budget_spent_avg,paid_pages_n_avg,ch_did_round_prop,wrk_did_round_prop,acc_mv_avg,fp_avg,fn_avg,fp_mv_lose_avg,fn_mv_lose_avg,acc_mv_std,fp_mv_lose_std,fn_mv_lose_std,fp_cons_lose_avg,fp_cons_lose_std,fn_cons_lose_avg,fn_cons_lose_std,consent_thrs
0,5,1.0,1,300,0.2,5,3,1,300.0,300.0,0.222883333333,0.777116666667,0.857866666667,0.139910062604,0.143158750798,37.599,30.107,0.022822114032,10.6459475389,5.71712786283,0.419730187813,0.115126832732,0.143158750798,0.0266172383311,0.8
0,5,1.0,2,300,0.2,5,3,1,300.0,300.0,0.153756666667,0.846243333333,0.90704,0.0932912883227,0.0927875868128,25.278,19.462,0.0186545960974,9.02821776432,4.65065113721,0.279873864968,0.0978878892765,0.0927875868128,0.0216914338557,0.8
0,5,1.0,3,300,0.2,5,3,1,300.0,300.0,0.0903166666667,0.909683333333,0.941026666667,0.0596374453194,0.0586961935272,16.056,12.34,0.0150359332563,7.09555240978,3.63240966853,0.178912335958,0.0777896177015,0.0586961935272,0.0171412735095,0.8
0,5,1.0,4,300,0.2,5,3,1,300.0,300.0,0.0615833333333,0.938416666667,0.958256666667,0.0410898083415,0.0420501562214,11.118,8.817,0.0124282254924,5.76247134483,3.12274094347,0.123269425025,0.0633585575273,0.0420501562214,0.0148893652777,0.8
0,5,1.0,5,300,0.2,5,3,1,300.0,300.0,0.03783,0.96217,0.97326,0.0267159047864,0.0267742877393,7.224,5.614,0.00982373316684,4.53539678529,2.43946797478,0.0801477143591,0.049955292179,0.0267742877393,0.0116802213831,0.8
0,5,1.0,6,300,0.2,5,3,1,300.0,300.0,0.0205033333333,0.979496666667,0.981433333333,0.0181542212256,0.0187175752249,4.929,3.927,0.00839252312743,4.00648961062,2.04197722808,0.0544626636768,0.0437060925752,0.0187175752249,0.00968718581441,0.8
0,5,1.0,7,300,0.2,5,3,1,300.0,300.0,0.0201366666667,0.979863333333,0.986043333333,0.0143584338663,0.0138239299386,3.861,2.9,0.0068443253056,3.40289274001,1.70997075998,0.0430753015989,0.0379571756243,0.0138239299386,0.0081760384226,0.8
0,5,1.0,8,300,0.2,5,3,1,300.0,300.0,0.00774333333333,0.992256666667,0.990586666667,0.00970726609935,0.00928641493484,2.622,1.95,0.00597311011488,2.82720993207,1.4911405031,0.0291217982981,0.0316532197956,0.00928641493484,0.00707000394514,0.8
0,5,1.0,9,300,0.2,5,3,1,300.0,300.0,0.00580333333333,0.994196666667,0.993206666667,0.00708250524951,0.00666407737284,1.914,1.4,0.00470762502047,2.43158466848,1.12249721603,0.0212475157485,0.0270401534919,0.00666407737284,0.00535260548932,0.8
0,5,1.0,10,300,0.2,5,3,1,300.0,300.0,0.00166333333333,0.998336666667,0.995213333333,0.00486713800818,0.00475959609628,1.308,1.0,0.00388716406194,1.84421690698,0.988938825206,0.0146014140246,0.0206866589588,0.00475959609628,0.00471685387554,0.8
0,5,1.0,1,300,0.2,5,3,1,300.0,300.0,0.212623333333,0.787376666667,0.86051,0.140548992407,0.139042716738,37.848,29.231,0.0226332083944,10.4150322131,5.6481535921,0.421646977222,0.111551597968,0.139042716738,0.0261677799938,1.0
0,5,1.0,2,300,0.2,5,3,1,300.0,300.0,0.152646666667,0.847353333333,0.901993333333,0.0979358253743,0.0980334493522,26.577,20.543,0.0192914477309,9.12074947578,4.81021319694,0.293807476123,0.096985661949,0.0980334493522,0.0226865731844,1.0
0,5,1.0,3,300,0.2,5,3,1,300.0,300.0,0.09891,0.90109,0.939826666667,0.0596314646213,0.0603782960239,16.104,12.684,0.0144381039075,7.06280284306,3.61166775881,0.178894393864,0.0761392194001,0.0603782960239,0.0171159081781,1.0
0,5,1.0,4,300,0.2,5,3,1,300.0,300.0,0.0765166666667,0.923483333333,0.957196666667,0.0423726045644,0.0429270008313,11.49,9.011,0.012758317113,5.89337763935,3.16936570941,0.127117813693,0.0635949372505,0.0429270008313,0.0149565848874,1.0
0,5,1.0,5,300,0.2,5,3,1,300.0,300.0,0.03441,0.96559,0.974506666667,0.0256643675695,0.0253949719482,6.957,5.329,0.00979461076307,4.68541897806,2.38553117775,0.0769931027086,0.0512417802402,0.0253949719482,0.0112816265586,1.0
0,5,1.0,6,300,0.2,5,3,1,300.0,300.0,0.0259033333333,0.974096666667,0.98086,0.0192597717577,0.0191204582449,5.154,4.024,0.00784958314534,3.9120690178,2.01728133883,0.0577793152732,0.0439733924772,0.0191204582449,0.00956782451048,1.0
0,5,1.0,7,300,0.2,5,3,1,300.0,300.0,0.0135133333333,0.986486666667,0.987833333333,0.0123391046519,0.0121006543748,3.339,2.537,0.00652303610292,3.25085819438,1.59894684089,0.0370173139557,0.0359997766073,0.0121006543748,0.00762445481585,1.0
0,5,1.0,8,300,0.2,5,3,1,300.0,300.0,0.00479333333333,0.995206666667,0.990486666667,0.00944105918754,0.00954903111155,2.538,2.008,0.00542492601076,2.75981086308,1.38345075807,0.0283231775626,0.0308189674381,0.00954903111155,0.00656805000342,1.0
0,5,1.0,9,300,0.2,5,3,1,300.0,300.0,0.00538666666667,0.994613333333,0.992996666667,0.00711850119576,0.00696271745913,1.908,1.465,0.00500088769898,2.36125729221,1.23643641163,0.0213555035873,0.0265769657772,0.00696271745913,0.00589137589196,1.0
0,5,1.0,10,300,0.2,5,3,1,300.0,300.0,0.00373666666667,0.996263333333,0.99532,0.00465984217668,0.0046873891065,1.257,0.985,0.00402324357812,1.89603560093,1.00736041217,0.01397952653,0.0209028250012,0.0046873891065,0.00479522083788,1.0
